texto_original,texto_limpio
¿Cómo quedaron Bielorrusia y España?,cómo quedaron bielorrusia y españa
¿Dónde juega la selección de Ecuador?,dónde juega la selección de ecuador
¿Cuándo se puso a la venta Erotica en Reino Unido?,cuándo se puso a la venta erotica en reino unido
¿Qué características compartía el Antiguo Régimen de España con el de Europa occidental?,qué características compartía el antiguo régimen de españa con el de europa occidental
¿De qué se acusa a la planta de celulosa UPM situada en Uruguay?,de qué se acusa a la planta de celulosa upm situada en uruguay
¿Quién favorecía la preferencia hacia la liturgia romana durante el románico?,quién favorecía la preferencia hacia la liturgia romana durante el románico
¿Qué conflicto planificó Israel con la ayuda de la Casa Blanca según fuentes periodísticas?,qué conflicto planificó israel con la ayuda de la casa blanca según fuentes periodísticas
¿Dónde termina la escalera doble de las Grutas Vaticanas?,dónde termina la escalera doble de las grutas vaticanas
¿Qué posición tiene España en los rankings científicos internacionales?,qué posición tiene españa en los rankings científicos internacionales
¿Por qué se considera la Guerra de Granada una de las primeras guerras de la Edad Moderna?,por qué se considera la guerra de granada una de las primeras guerras de la edad moderna
¿Qué institución permitió que se extendiese el neoclasicismo en España?,qué institución permitió que se extendiese el neoclasicismo en españa
¿Cuándo presentaron su iniciativa Alemania e Italia?,cuándo presentaron su iniciativa alemania e italia
¿Cómo se conocía también a la Nintendo Family Computer?,cómo se conocía también a la nintendo family computer
¿En qué año empieza Verdi a preocuparse por la política italiana de forma activa?,en qué año empieza verdi a preocuparse por la política italiana de forma activa
¿Qué cifra total hace todo este dinero que se va a repartir por España?,qué cifra total hace todo este dinero que se va a repartir por españa
¿Cuál es el objetivo de la actividad nuclear de Irán según la ONU?,cuál es el objetivo de la actividad nuclear de irán según la onu
¿Quién está al mando de Corea del Norte?,quién está al mando de corea del norte
¿Qué ha pedido China a Panamá respecto a esta cuestión?,qué ha pedido china a panamá respecto a esta cuestión
¿Cuántos efectivos tiene el ejército italiano en el país islámico?,cuántos efectivos tiene el ejército italiano en el país islámico
¿A quién pertenece Altos Hornos de México?,a quién pertenece altos hornos de méxico
¿Qué comporta que el Ayuntamiento de Granada dé un nombre a una calle de la ciudad?,qué comporta que el ayuntamiento de granada dé un nombre a una calle de la ciudad
¿Quién es el actual mandatario de Sierra Leona?,quién es el actual mandatario de sierra leona
¿Cuántos hinchas se prevé que asistan al Mundial de Rusia?,cuántos hinchas se prevé que asistan al mundial de rusia
¿Qué influencia convirtió Japón en una nación industrial?,qué influencia convirtió japón en una nación industrial
¿Dónde se reunieron los presidentes de Israel y EEUU?,dónde se reunieron los presidentes de israel y eeuu
¿Qué castigo se ha impuesto al jugador uruguayo?,qué castigo se ha impuesto al jugador uruguayo
¿En cuánto disminuyó la población de Japón en un año?,en cuánto disminuyó la población de japón en un año
¿Con quién mantiene conversaciones el gobierno colombiano?,con quién mantiene conversaciones el gobierno colombiano
¿Cuál es el área más densamente poblada de México?,cuál es el área más densamente poblada de méxico
¿Cuándo estará Rajoy en tierras brasileñas?,cuándo estará rajoy en tierras brasileñas
¿Cómo notificó el gobierno uruguayo al gobierno chileno su oposición a la candidatura de Néstor Kirchner?,cómo notificó el gobierno uruguayo al gobierno chileno su oposición a la candidatura de néstor kirchner
¿Con qué frecuencia se reunirán los países vecinos para hablar de inversiones?,con qué frecuencia se reunirán los países vecinos para hablar de inversiones
¿A qué hora informó Mejía a los ciudadanos dominicanos?,a qué hora informó mejía a los ciudadanos dominicanos
¿Por cuánto se impusieron los chilenos a los helvéticos?,por cuánto se impusieron los chilenos a los helvéticos
¿Quién está al frente de Zimbabue?,quién está al frente de zimbabue
¿Cuál fue la magnitud de Irma en Cuba?,cuál fue la magnitud de irma en cuba
¿Cuántos desempleados hay en España?,cuántos desempleados hay en españa
¿Quién está al frente del país boliviano?,quién está al frente del país boliviano
¿Cuánto vale una participación de Endesa Chile?,cuánto vale una participación de endesa chile
¿Por dónde limita Suecia con Finlandia?,por dónde limita suecia con finlandia
¿Piensan los especialistas que la crisis financiera mundial será igual para España?,piensan los especialistas que la crisis financiera mundial será igual para españa
¿Cuántos sitios quedaron bajo aviso de tsunami en Filipinas a las 12:47:34 UTC de hoy?,cuántos sitios quedaron bajo aviso de tsunami en filipinas a las 124734 utc de hoy
¿Qué se vetará en China a partir del  1 de junio de 2006?,qué se vetará en china a partir del 1 de junio de 2006
¿Cuánto tiempo tiene Venezuela para adoptar el fallo del Tribunal?,cuánto tiempo tiene venezuela para adoptar el fallo del tribunal
¿Qué forma el nombre de México-Tenochtitlan?,qué forma el nombre de méxicotenochtitlan
¿Cómo se definían las liturgias en Grecia?,cómo se definían las liturgias en grecia
¿Qué laguna podemos encontrar en el valle de México?,qué laguna podemos encontrar en el valle de méxico
¿Dónde fueron los incidentes entre los que protestaban y las autoridades ucranianas?,dónde fueron los incidentes entre los que protestaban y las autoridades ucranianas
¿En qué porcentaje se encuentra el territorio de España dentro de la península ibérica?,en qué porcentaje se encuentra el territorio de españa dentro de la península ibérica
¿Por qué habían descendido los salarios en Argentina en 1889?,por qué habían descendido los salarios en argentina en 1889
¿Cuándo logró Lituania el primer superávit fiscal?,cuándo logró lituania el primer superávit fiscal
¿Por qué existe una historiografía limitada sobre el Japón de la época Meiji?,por qué existe una historiografía limitada sobre el japón de la época meiji
¿Qué cargo ostenta Josefina Cruz?,qué cargo ostenta josefina cruz
¿Cuándo se alistó en una organización opuesta a la separación del Reino de Hungría?,cuándo se alistó en una organización opuesta a la separación del reino de hungría
¿Cómo se ha comportado la popularidad de la presidenta argentina desde que llegó al poder?,cómo se ha comportado la popularidad de la presidenta argentina desde que llegó al poder
¿Cuándo se enfrentaron Argentina y Nigeria?,cuándo se enfrentaron argentina y nigeria
¿Cuál era el lema de Garibaldi en sus acciones militares por la unidad de Italia?,cuál era el lema de garibaldi en sus acciones militares por la unidad de italia
¿En qué conflicto ha tomado parte Rusia?,en qué conflicto ha tomado parte rusia
¿Qué pretende Reino Unido?,qué pretende reino unido
¿Quién dirige Corea del Sur?,quién dirige corea del sur
¿Quién confecciona el índice de riesgo de Argentina?,quién confecciona el índice de riesgo de argentina
¿Qué países se aliaron con Estados Unidos contra Japón?,qué países se aliaron con estados unidos contra japón
¿Cuántos estadounidenses tendrían derecho a voto en estas elecciones?,cuántos estadounidenses tendrían derecho a voto en estas elecciones
¿Cómo tiene el gobierno militar de Birmania a la población?,cómo tiene el gobierno militar de birmania a la población
¿Cuáles son las poblaciones indias donde se han producido los hechos?,cuáles son las poblaciones indias donde se han producido los hechos
¿Qué ha dictado el presidente interino de Honduras para presionar a Zelaya?,qué ha dictado el presidente interino de honduras para presionar a zelaya
¿Cómo se denomina Escocia en gaélico escocés?,cómo se denomina escocia en gaélico escocés
¿Qué es Iztapalapa dentro de la Ciudad de México?,qué es iztapalapa dentro de la ciudad de méxico
¿En qué autonomía de España se gestó la plaga de topillos de 2007?,en qué autonomía de españa se gestó la plaga de topillos de 2007
¿Qué animales ven en la oscuridad?,qué animales ven en la oscuridad
¿Qué investigó Germán de Granada respecto a la lingüística del África negra?,qué investigó germán de granada respecto a la lingüística del áfrica negra
¿Qué torneo juega España actualmente?,qué torneo juega españa actualmente
¿Quién es el presidente de Guatemala?,quién es el presidente de guatemala
¿Cuál ha sido la principal influencia en la concepción de la sexualidad en España?,cuál ha sido la principal influencia en la concepción de la sexualidad en españa
¿Cómo se puede definir la sociedad de la España de la Edad Moderna?,cómo se puede definir la sociedad de la españa de la edad moderna
¿Cuándo habitaron la Tierra los Nigersaurus taqueti?,cuándo habitaron la tierra los nigersaurus taqueti
¿Cuánto tardará Cuba en convertirse en el país más culto del mundo?,cuánto tardará cuba en convertirse en el país más culto del mundo
¿Cómo se puede traducir el nombre Azerbaiyán en persa moderno?,cómo se puede traducir el nombre azerbaiyán en persa moderno
¿Cuál es la población de Santiago de Chile?,cuál es la población de santiago de chile
¿Cuál ha sido a lo largo de la historia una de las áreas más habitadas de México?,cuál ha sido a lo largo de la historia una de las áreas más habitadas de méxico
¿Dónde se puede hallar el término municipal de Granada en el Mapa Topográfico Nacional?,dónde se puede hallar el término municipal de granada en el mapa topográfico nacional
¿Cuántos goles marcó Alemania?,cuántos goles marcó alemania
¿Qué concibieron los ciudadanos de Francia?,qué concibieron los ciudadanos de francia
¿Quién está al mando de Paraguay?,quién está al mando de paraguay
¿Quién tiene que renunciar a su cargo en Paraguay?,quién tiene que renunciar a su cargo en paraguay
¿Cuántos estadounidenses desaparecieron entre 1993 y 1999 en Ciudad Juárez?,cuántos estadounidenses desaparecieron entre 1993 y 1999 en ciudad juárez
¿Desde hace cuánto se relacionan los políticos brasileños con las FARC?,desde hace cuánto se relacionan los políticos brasileños con las farc
¿Qué proporción de familias contrata servicios domiciliarios de ayuda en España?,qué proporción de familias contrata servicios domiciliarios de ayuda en españa
¿Qué tipo de danza destacaba a finales del siglo XVI en Francia?,qué tipo de danza destacaba a finales del siglo xvi en francia
¿Quién impuso la sanción a Irak?,quién impuso la sanción a irak
¿Quién papel tuvo Eva Perón en Argentina?,quién papel tuvo eva perón en argentina
¿Cuál es el orónimo del Mont Blanc en italiano?,cuál es el orónimo del mont blanc en italiano
¿Quién es el nuevo rey de España?,quién es el nuevo rey de españa
¿Cuántos conciertos seguidos llevó Luis Miguel a cabo en Ciudad de México?,cuántos conciertos seguidos llevó luis miguel a cabo en ciudad de méxico
¿Cómo son los contactos entre España y Cuba según Pérez Roque?,cómo son los contactos entre españa y cuba según pérez roque
"¿Qué han aportado el desarrollo del diseño, el urbanismo y la arquitectura paisajista a la jardinería en España?",qué han aportado el desarrollo del diseño el urbanismo y la arquitectura paisajista a la jardinería en españa
¿Quién está al frente de Indonesia?,quién está al frente de indonesia
¿Cómo se puede definir la existencia de Italia en la época de Monteverdi?,cómo se puede definir la existencia de italia en la época de monteverdi
¿Cuál es la reivindicación de los participantes en las protestas?,cuál es la reivindicación de los participantes en las protestas
¿Quién es el exmandatario de Cuba?,quién es el exmandatario de cuba
¿Cuánta gente ha muerto por el horrible tiempo en el país colombiano?,cuánta gente ha muerto por el horrible tiempo en el país colombiano
¿Quién es el entrenador del equipo de fútbol colombiano?,quién es el entrenador del equipo de fútbol colombiano
¿Quién dio la información sobre el armamento que iba a Siria?,quién dio la información sobre el armamento que iba a siria
¿Cuándo empezó la guerra civil de Somalia?,cuándo empezó la guerra civil de somalia
¿Qué plazo concedió Venezuela a sus diplomáticos para salir de Colombia?,qué plazo concedió venezuela a sus diplomáticos para salir de colombia
¿Qué no reconoce el gobierno de la República Popular China que es la prostitución voluntaria?,qué no reconoce el gobierno de la república popular china que es la prostitución voluntaria
¿Dónde se ha producido el incidente?,dónde se ha producido el incidente
¿Cuál era el objetivo de España en el mundial de gimnasia rítmica?,cuál era el objetivo de españa en el mundial de gimnasia rítmica
¿De qué cultura es propio el arte de Japón?,de qué cultura es propio el arte de japón
¿Dónde jugó recientemente la selección de Brasil?,dónde jugó recientemente la selección de brasil
¿Dónde se estableció la capital de Lituania tras la pérdida de los territorios de Vilna?,dónde se estableció la capital de lituania tras la pérdida de los territorios de vilna
¿Cuándo comenzó la fiebre del oro?¿Cuándo terminó la guerra entre México y Estados Unidos?,cuándo comenzó la fiebre del orocuándo terminó la guerra entre méxico y estados unidos
¿De qué se separó El Salvador en 1841?,de qué se separó el salvador en 1841
¿Para qué se usa principalmente el arte en India?,para qué se usa principalmente el arte en india
¿Cuántos empleados están afectados por la huelga del diario Crítica de la Argentina?,cuántos empleados están afectados por la huelga del diario crítica de la argentina
¿Quién es Mauricio Castro Forero?,quién es mauricio castro forero
"¿Cuántas víctimas ha causado el cólera en Haití, según datos recientes?",cuántas víctimas ha causado el cólera en haití según datos recientes
¿Quién tuvo que abandonar la presidencia de Honduras?,quién tuvo que abandonar la presidencia de honduras
¿Quién ocupa el cargo de secretaria de Turismo en Paraguay?,quién ocupa el cargo de secretaria de turismo en paraguay
¿Cuándo publicó Dagens Næringsliv la existencia de cuentas en suiza pertenecientes a Ditlev-Simonsen?,cuándo publicó dagens nringsliv la existencia de cuentas en suiza pertenecientes a ditlevsimonsen
¿Quiénes son los arrestados en Suiza a instancias de EE. UU.?,quiénes son los arrestados en suiza a instancias de ee uu
¿Dónde hay más casos de pobreza en El Salvador?,dónde hay más casos de pobreza en el salvador
¿A qué se han opuesto hasta ahora España y Portugal?,a qué se han opuesto hasta ahora españa y portugal
¿Quién marcó el gol de Dinamarca?,quién marcó el gol de dinamarca
¿Por qué se creó una gran controversia tanto en Argentina como en Reino Unido por el hundimiento del Belgrano?,por qué se creó una gran controversia tanto en argentina como en reino unido por el hundimiento del belgrano
¿Cuándo fue la última vez que Italia se proclamó campeona mundial de fútbol?,cuándo fue la última vez que italia se proclamó campeona mundial de fútbol
¿Por qué no hay tarifa plana de Internet en España según Atencia?,por qué no hay tarifa plana de internet en españa según atencia
¿Qué estrecho separa Filipinas de Taiwán?,qué estrecho separa filipinas de taiwán
¿Quién debía concesionar la conservación de la red troncal vial de Argentina?,quién debía concesionar la conservación de la red troncal vial de argentina
¿Qué territorios conforman el Reino Unido?,qué territorios conforman el reino unido
¿Cuál ha sido la tercera recogida más exitosa de Costa Rica?,cuál ha sido la tercera recogida más exitosa de costa rica
¿Qué tipos de café mezcla Ecuador?,qué tipos de café mezcla ecuador
¿Qué representa España para el país sudamericano a nivel económico?,qué representa españa para el país sudamericano a nivel económico
¿Cómo estaba dividida Noruega antiguamente?,cómo estaba dividida noruega antiguamente
"¿Cuántas personas se han visto afectadas por las fuertes lluvias en India, Bangladesh y Nepal?",cuántas personas se han visto afectadas por las fuertes lluvias en india bangladesh y nepal
¿Cuándo se ha tomado esta decisión?,cuándo se ha tomado esta decisión
"¿Dónde ha llegado a sentirse el temblor, además de en India y China?",dónde ha llegado a sentirse el temblor además de en india y china
¿Qué año pudo regresar Arbenz a México?,qué año pudo regresar arbenz a méxico
¿Cómo se denominaban los señores feudales en el Japón antiguo?,cómo se denominaban los señores feudales en el japón antiguo
¿Quién derrotó a México?,quién derrotó a méxico
¿Dónde se encuentra la capital de Canadá?,dónde se encuentra la capital de canadá
¿Quiénes no querían ceder ante los nacionalistas acerca del tratamiento de Ucrania?,quiénes no querían ceder ante los nacionalistas acerca del tratamiento de ucrania
¿Cuándo logró El Salvador el carácter de estado?,cuándo logró el salvador el carácter de estado
"¿Por qué motivos puede ofrecer títulos, honores y condecoraciones el Ayuntamiento de Granada?",por qué motivos puede ofrecer títulos honores y condecoraciones el ayuntamiento de granada
¿Dónde se encuentra Azerbaiyán?,dónde se encuentra azerbaiyán
¿De qué acusa la JCE al gobierno dominicano? ,de qué acusa la jce al gobierno dominicano
¿Hasta cuándo permaneció al frente de las finanzas argentinas?,hasta cuándo permaneció al frente de las finanzas argentinas
¿Qué ha recriminado la mandataria brasileña con respecto a la corrupción política?,qué ha recriminado la mandataria brasileña con respecto a la corrupción política
¿Cuándo se celebraron los Juegos Panamericanos en Ciudad de México?,cuándo se celebraron los juegos panamericanos en ciudad de méxico
¿Quién dirige Argentina?,quién dirige argentina
¿Qué causó el aumento del déficit fiscal en Uruguay?,qué causó el aumento del déficit fiscal en uruguay
¿Cuánto dura la disputa territorial entre Venezuela y Guyana?,cuánto dura la disputa territorial entre venezuela y guyana
¿De qué compañía era el avión que se accidentó el 17 de julio de 2014 sobre Ucrania?,de qué compañía era el avión que se accidentó el 17 de julio de 2014 sobre ucrania
¿Cuál es la contribución de Malinowski?,cuál es la contribución de malinowski
¿Quién era el máximo dirigente del ejército de El Salvador en 1932?,quién era el máximo dirigente del ejército de el salvador en 1932
¿Quién fue la actriz calificada por el AFI como la número uno entre las «50 mayores leyendas estadounidenses de la pantalla»?,quién fue la actriz calificada por el afi como la número uno entre las 50 mayores leyendas estadounidenses de la pantalla
¿Cuál es la urbe con un mayor número de habitantes en la parte meridional de Italia?,cuál es la urbe con un mayor número de habitantes en la parte meridional de italia
¿Cómo era conocida la trama de corrupción en Brasil?,cómo era conocida la trama de corrupción en brasil
¿Qué hecho marca el comienzo de la historia de México?,qué hecho marca el comienzo de la historia de méxico
¿Cuál es el recurso natural del que más se beneficia Argentina?,cuál es el recurso natural del que más se beneficia argentina
¿Cómo se llegó a sancionar la sodomía en España?,cómo se llegó a sancionar la sodomía en españa
¿Cuál es el objetivo de Reino Unido en Afganistán?,cuál es el objetivo de reino unido en afganistán
¿Qué autoridad colombiana ha mandado llevar a cabo las detenciones?,qué autoridad colombiana ha mandado llevar a cabo las detenciones
¿De qué compañía es la aeronave que se accidentó el sábado por la mañana en Camerún?,de qué compañía es la aeronave que se accidentó el sábado por la mañana en camerún
¿Por quién ha sido designado el juez?,por quién ha sido designado el juez
¿En cuántos centros se impartirán clases de español de acuerdo con el proyecto?,en cuántos centros se impartirán clases de español de acuerdo con el proyecto
¿Cómo murió Roh Moo-hyun según las autoridades de Corea del Sur?,cómo murió roh moohyun según las autoridades de corea del sur
¿En qué estadio se jugó el Perú Honduras?,en qué estadio se jugó el perú honduras
¿Quién ha ganado la Copa Chile 2008?,quién ha ganado la copa chile 2008
¿A qué fase del Mundial de Nigeria pasará la Sub-17 de Argentina gracias a esta victoria?,a qué fase del mundial de nigeria pasará la sub17 de argentina gracias a esta victoria
¿Quién anexó Illinois a Nueva Francia?,quién anexó illinois a nueva francia
¿Cuándo jugaron El Salvador y Belice?,cuándo jugaron el salvador y belice
¿A cuánto reducirán las aerolíneas las comisiones?,a cuánto reducirán las aerolíneas las comisiones
¿Cuántas ínsulas se incluyen en el territorio de Escocia?,cuántas ínsulas se incluyen en el territorio de escocia
¿Quién llegó a gobernar en Costa de Marfil?,quién llegó a gobernar en costa de marfil
¿Cómo se abrevia la Universidad Nacional Autónoma de México?,cómo se abrevia la universidad nacional autónoma de méxico
¿Quiénes se presentan a la presidencia del país dominicano?,quiénes se presentan a la presidencia del país dominicano
¿Dónde se enfrentan Colombia y Uruguay?,dónde se enfrentan colombia y uruguay
¿Por qué fue autóctona la producción de Japón durante el mesolítico y el neolítico?,por qué fue autóctona la producción de japón durante el mesolítico y el neolítico
¿Cómo han descrito las votaciones las autoridades cubanas?,cómo han descrito las votaciones las autoridades cubanas
¿Cuántas obras existen actualmente sobre el Japón en la era Meiji?,cuántas obras existen actualmente sobre el japón en la era meiji
¿Dónde se generan principalmente las células malignas propias del cáncer de pulmón?,dónde se generan principalmente las células malignas propias del cáncer de pulmón
¿Para qué adquirieron Margarita de Chavez y su esposo a la China Poblana?,para qué adquirieron margarita de chavez y su esposo a la china poblana
¿Qué zonas se verán afectadas hoy por la nueva borrasca en España?,qué zonas se verán afectadas hoy por la nueva borrasca en españa
¿Cuántos discos de platino consiguió Romance en Argentina?,cuántos discos de platino consiguió romance en argentina
¿Qué delito se atribuye a Marruecos según el testimonio de dos activistas?,qué delito se atribuye a marruecos según el testimonio de dos activistas
¿Qué hizo la anciana al verse desahuciada de su casa?,qué hizo la anciana al verse desahuciada de su casa
¿Cuál es la posición de Rusia en la clasificación?,cuál es la posición de rusia en la clasificación
¿Quién ha sido detenido esta tarde en Colombia?,quién ha sido detenido esta tarde en colombia
¿Qué figura política falleció en los disturbios del 12 de febrero en Venezuela?,qué figura política falleció en los disturbios del 12 de febrero en venezuela
¿En qué posición se encuentra Japón en la Copa Mundial de Rugby 2007?,en qué posición se encuentra japón en la copa mundial de rugby 2007
¿Cuántos puntos tiene Paraguay?,cuántos puntos tiene paraguay
¿Quién ha subido al trono de España?,quién ha subido al trono de españa
¿Dónde se encuentra la embajada estadounidense en Nicaragua?,dónde se encuentra la embajada estadounidense en nicaragua
¿Qué porcentaje de votos obtuvo Mauricio Macri?,qué porcentaje de votos obtuvo mauricio macri
¿Cuándo pasó Sicilia a formar parte del Reino de Italia?,cuándo pasó sicilia a formar parte del reino de italia
¿Quién dirigió el partido entre Uruguay y Holanda en el estadio Green Point?,quién dirigió el partido entre uruguay y holanda en el estadio green point
¿Cuántos mercenarios latinoamericanos participan en el enfrentamiento de Yemen?,cuántos mercenarios latinoamericanos participan en el enfrentamiento de yemen
¿De cuándo data la Ley de Promoción de Autogobierno Bantú?,de cuándo data la ley de promoción de autogobierno bantú
¿Dónde se encuentran los soldados franceses autorizados para atacar a los israelíes?,dónde se encuentran los soldados franceses autorizados para atacar a los israelíes
¿Dónde se ha producido la detención del supuesto narcotraficante colombiano?,dónde se ha producido la detención del supuesto narcotraficante colombiano
¿Quién se encarga de dar el premio al Hijo Predilecto de la Ciudad de Granada?,quién se encarga de dar el premio al hijo predilecto de la ciudad de granada
¿De cuándo son los textos enviados por el ayuntamiento?,de cuándo son los textos enviados por el ayuntamiento
¿Cómo será Eliancito si crece en Cuba?,cómo será eliancito si crece en cuba
¿Por qué se considera a O'Higgins uno de los padres de la Patria de Chile?,por qué se considera a ohiggins uno de los padres de la patria de chile
¿Quiénes se fugaron a Rusia tras la guerra?,quiénes se fugaron a rusia tras la guerra
¿Cuántas personas sin trabajo hay en Japón?,cuántas personas sin trabajo hay en japón
¿Cuántos políticos se presentaron a las elecciones de Perú?,cuántos políticos se presentaron a las elecciones de perú
¿Cuándo se unió el territorio reclamado a la nación limítrofe con Nicaragua?,cuándo se unió el territorio reclamado a la nación limítrofe con nicaragua
¿Hasta cuándo le permitió a España la comisión que usara la gasolina con plomo?,hasta cuándo le permitió a españa la comisión que usara la gasolina con plomo
¿Cómo se definía el régimen de Rusia a mitad de los años 90?,cómo se definía el régimen de rusia a mitad de los años 90
¿Quién llevó a cabo la sublevación de la Escuadra de Chile?,quién llevó a cabo la sublevación de la escuadra de chile
¿Dónde se establece la distribución de impuestos en Brasil?,dónde se establece la distribución de impuestos en brasil
¿Cuándo se detuvo el expansionismo de Japón?,cuándo se detuvo el expansionismo de japón
¿Cómo quedaron los países Bajos en la competición?,cómo quedaron los países bajos en la competición
¿Quién es el dirigente de Colombia?,quién es el dirigente de colombia
¿A quién ha echado del país el régimen de Kim Jong-il?,a quién ha echado del país el régimen de kim jongil
¿Qué nombre tiene el proceso judicial?,qué nombre tiene el proceso judicial
¿Cómo describen búlgaros y macedonios a las minorías eslavoparlantes del norte de Grecia?,cómo describen búlgaros y macedonios a las minorías eslavoparlantes del norte de grecia
¿Por qué huso horario se regirán estas zonas a partir de ahora?,por qué huso horario se regirán estas zonas a partir de ahora
¿En qué año Luis I fue rey de Polonia?,en qué año luis i fue rey de polonia
¿Qué norma vulnera Israel?,qué norma vulnera israel
¿Qué mueve Aragorn para rescatar a Frodo?,qué mueve aragorn para rescatar a frodo
¿Quién fue el causante del comienzo de la revolución en España?,quién fue el causante del comienzo de la revolución en españa
¿Quiénes fueron los primeros europeos en reconocer lo que hoy en día es Chile?,quiénes fueron los primeros europeos en reconocer lo que hoy en día es chile
¿Cuándo se hizo Jospin con el mando de Francia?,cuándo se hizo jospin con el mando de francia
"¿Cuántos tantos le metió Costa Rica a Bolivia en el estadio 23 de agosto en la ciudad de San Salvador de Jujuy, Argentina?",cuántos tantos le metió costa rica a bolivia en el estadio 23 de agosto en la ciudad de san salvador de jujuy argentina
¿Cuántas veces estuvo la UCR al mando de Argentina?,cuántas veces estuvo la ucr al mando de argentina
¿Dónde podemos leer que el Presidente de Chile es una de las figuras políticas más destacadas?,dónde podemos leer que el presidente de chile es una de las figuras políticas más destacadas
¿Quién es el dirigente de Ecuador?,quién es el dirigente de ecuador
¿Cuántos contagios de influenza han sido detectados en Chile?,cuántos contagios de influenza han sido detectados en chile
¿La mayoría de los brasileños quieren que se vete la venta de las armas?,la mayoría de los brasileños quieren que se vete la venta de las armas
¿Cuándo fue suscrito el Protocolo de Kyoto por Australia?,cuándo fue suscrito el protocolo de kyoto por australia
¿Las obras de qué pintor llegaron a España el 1638?,las obras de qué pintor llegaron a españa el 1638
¿Cómo son las serpientes que más abundan en Australia?,cómo son las serpientes que más abundan en australia
¿Quién marcó el tanto que dio la victoria a España?,quién marcó el tanto que dio la victoria a españa
¿Cuánto oro posee Rusia en reserva?,cuánto oro posee rusia en reserva
¿Cuándo pasó ocupar Tsereteli una posición destacada en el Partido menchevique georgiano?,cuándo pasó ocupar tsereteli una posición destacada en el partido menchevique georgiano
¿Qué compañía ha sido nacionalizada por el gobierno boliviano?,qué compañía ha sido nacionalizada por el gobierno boliviano
¿Por qué son tan buscadas las monedas del período clásico uruguayo?,por qué son tan buscadas las monedas del período clásico uruguayo
¿Cuál es el nombre oficial de Suiza en italiano?,cuál es el nombre oficial de suiza en italiano
¿Cuántas personas murieron a causa del terremoto en Japón?,cuántas personas murieron a causa del terremoto en japón
¿Cuánto se habría dado al mes a los diputados brasileños a cambio de su apoyo?,cuánto se habría dado al mes a los diputados brasileños a cambio de su apoyo
¿Por qué se instauró una Flota Báltica tras la invasión de la Unión Soviética por Alemania?,por qué se instauró una flota báltica tras la invasión de la unión soviética por alemania
¿En qué deporte se enfrentaron Inglaterra y Argentina?,en qué deporte se enfrentaron inglaterra y argentina
¿Cuántos empleos indirectos produce la pesca en Argentina?,cuántos empleos indirectos produce la pesca en argentina
¿Cuál es el tipo de arte mayoritario en India?,cuál es el tipo de arte mayoritario en india
¿A qué edad ha fallecido el famoso escritor colombiano?,a qué edad ha fallecido el famoso escritor colombiano
¿Cómo fueron las palabras de Lionel Jospin en Israel?,cómo fueron las palabras de lionel jospin en israel
¿Con cuánto dinero va a contribuir EEUU al plan colombiano?,con cuánto dinero va a contribuir eeuu al plan colombiano
¿Dónde compiten España y Estados Unidos?,dónde compiten españa y estados unidos
¿Cuál es el martín pescador más grande de Australia?,cuál es el martín pescador más grande de australia
¿Cuándo se empezó a practicar el rodeo en Argentina?,cuándo se empezó a practicar el rodeo en argentina
¿Cuántos estados componen Brasil?,cuántos estados componen brasil
¿Cuántas elecciones estatales se celebraron en España entre 1931 y 1939?,cuántas elecciones estatales se celebraron en españa entre 1931 y 1939
¿Cuál se creía que era la fuente de los acontecimientos negativos ocurridos en Japón a mediados del siglo I a. C.?,cuál se creía que era la fuente de los acontecimientos negativos ocurridos en japón a mediados del siglo i a c
¿Quién es Enrique Salvo?,quién es enrique salvo
¿Cómo se le llama al rodeo en Argentina?,cómo se le llama al rodeo en argentina
¿Por qué prefirió Napoleón tomar Egipto en vez de combatir directamente contra Gran Bretaña?,por qué prefirió napoleón tomar egipto en vez de combatir directamente contra gran bretaña
¿Dónde se están asentando los bolivianos?	,dónde se están asentando los bolivianos
¿Quién está actualmente al frente de Honduras?,quién está actualmente al frente de honduras
¿Cuál fue la colonia que absorbió Nueva Suecia?,cuál fue la colonia que absorbió nueva suecia
¿Quién está al frente del país colombiano?,quién está al frente del país colombiano
¿Cómo dieron a conocer la exclusión de Chile en el acuerdo?,cómo dieron a conocer la exclusión de chile en el acuerdo
¿Cómo quedaron Honduras y Costa Rica?,cómo quedaron honduras y costa rica
¿Cuándo se celebraron los Juegos Olímpicos de Invierno en Alberta?,cuándo se celebraron los juegos olímpicos de invierno en alberta
"¿Dónde estaba impreso el lema «Francisco Franco, Caudillo de España por la Gracia de Dios»?",dónde estaba impreso el lema francisco franco caudillo de españa por la gracia de dios
¿Cuándo ganó Armonía los comicios en Letonia?,cuándo ganó armonía los comicios en letonia
¿Quién dijo que murieron más por accidentes de tráfico que en la guerra de Cuba?,quién dijo que murieron más por accidentes de tráfico que en la guerra de cuba
¿Qué le espera a Eliancito en Cuba?,qué le espera a eliancito en cuba
¿Cuál es la cantidad que el FMI acordó prestar a Brasil?,cuál es la cantidad que el fmi acordó prestar a brasil
¿Qué pacto lograron Paraguay y Brasil el 25 de julio de 2009?,qué pacto lograron paraguay y brasil el 25 de julio de 2009
¿Quién es el presidente italiano?,quién es el presidente italiano
¿Dónde jugará Guatemala?,dónde jugará guatemala
¿Qué acontecimiento supuso la reagrupación de casi toda la España peninsular cristiana?,qué acontecimiento supuso la reagrupación de casi toda la españa peninsular cristiana
