texto_original,texto_limpio
¿Dónde está el hospital?,dónde está el hospital
¿Qué posición ocupa el jugador?,qué posición ocupa el jugador
¿Dónde se ha hecho daño el jugador?,dónde se ha hecho daño el jugador
¿Cuándo será operado el jugador?,cuándo será operado el jugador
¿Cuánto tardará en curarse la rodilla de Oscar García?,cuánto tardará en curarse la rodilla de oscar garcía
¿Quién decide el tratamiento de los jugadores?,quién decide el tratamiento de los jugadores
¿Quién es Paul Rouget?,quién es paul rouget
¿A qué se dedica Tim Sneath?,a qué se dedica tim sneath
¿Quién es el director de Parque Jurásico?,quién es el director de parque jurásico
¿Cómo se llama la novela en la que se inspira la película Parque Jurásico?,cómo se llama la novela en la que se inspira la película parque jurásico
¿Qué tipo de animales hay en el parque de atracciones de Parque Jurásico?,qué tipo de animales hay en el parque de atracciones de parque jurásico
¿Cuánto dinero se invirtió en marketing para Parque Jurásico?,cuánto dinero se invirtió en marketing para parque jurásico
¿Quién creó los videojuegos de Parque Jurásico?,quién creó los videojuegos de parque jurásico
¿Qué se podía ver en los tráilers de Parque Jurásico?,qué se podía ver en los tráilers de parque jurásico
¿En qué formato empezó a escribir Crichton la historia de Parque Jurásico?,en qué formato empezó a escribir crichton la historia de parque jurásico
¿Quiénes intentaron hacerse con los derechos de Parque Jurásico antes que Universal Pictures y Spielberg?,quiénes intentaron hacerse con los derechos de parque jurásico antes que universal pictures y spielberg
¿Qué grabación fue parada para que Spielberg pudiese dirigir Parque Jurásico?,qué grabación fue parada para que spielberg pudiese dirigir parque jurásico
¿Dónde se presentó El alquimista impaciente?,dónde se presentó el alquimista impaciente
¿Quién escribió El alquimista impaciente?,quién escribió el alquimista impaciente
¿Cuándo se estrena la película?,cuándo se estrena la película
¿Quién ganó dos premios en Málaga ayer?,quién ganó dos premios en málaga ayer
¿Cuál es el valor más importante de nuestra sociedad según Ferreira?,cuál es el valor más importante de nuestra sociedad según ferreira
¿Cómo se llama la película de Miguel Álvarez?,cómo se llama la película de miguel álvarez
¿Dónde estudió Miguel Álvarez?,dónde estudió miguel álvarez
¿Dentro de qué guerra tuvieron lugar las batallas de Crécy y Agincourt?,dentro de qué guerra tuvieron lugar las batallas de crécy y agincourt
¿De dónde eran primordialmente originarios los textos usados para recuperar la imagen de los caballeros?,de dónde eran primordialmente originarios los textos usados para recuperar la imagen de los caballeros
¿Qué tipo de lenguaje podemos encontrar en La muerte de Arturo?,qué tipo de lenguaje podemos encontrar en la muerte de arturo
¿Cuál se cree que era la verdadera identidad de Thomas Malory?,cuál se cree que era la verdadera identidad de thomas malory
¿Con qué miembro de la realeza trabajó Thomas Maleore?,con qué miembro de la realeza trabajó thomas maleore
¿En qué lugar se piensa que Malory llevó a cabo su producción literaria?,en qué lugar se piensa que malory llevó a cabo su producción literaria
¿Quién aprobó la iniciativa de Lindsey Graham?,quién aprobó la iniciativa de lindsey graham
¿Qué países ofrecieron asilo a Snowden?,qué países ofrecieron asilo a snowden
¿Cuántos legisladores integran el Comité de Asignaciones?,cuántos legisladores integran el comité de asignaciones
¿Qué prioriza Obama para recuperar la economía del país?,qué prioriza obama para recuperar la economía del país
¿A quién quiere apresar o matar Obama para acabar con Al Qaeda?,a quién quiere apresar o matar obama para acabar con al qaeda
¿Dónde pondrá el foco el presidente electo para velar por su seguridad?,dónde pondrá el foco el presidente electo para velar por su seguridad
¿Cuántas personas han perdido la vida en el bombazo del templo en Pakistán?,cuántas personas han perdido la vida en el bombazo del templo en pakistán
¿Dónde estalló la bomba del templo chií musulmán este viernes?,dónde estalló la bomba del templo chií musulmán este viernes
¿Dónde tuvieron lugar ayer los comicios?,dónde tuvieron lugar ayer los comicios
¿Cuántos puestos están en disputa en estas elecciones?,cuántos puestos están en disputa en estas elecciones
¿Quién está al mando de Chile?,quién está al mando de chile
¿Cuál es la categoría en la que Dylan ganó un Premio Nobel?,cuál es la categoría en la que dylan ganó un premio nobel
¿Quién le otorgó a Dylan el  Premio de Música Polar de la Real Academia Sueca de Música,quién le otorgó a dylan el  premio de música polar de la real academia sueca de música
¿Dónde se encuentra el Salón de la Fama de Compositores?,dónde se encuentra el salón de la fama de compositores
¿Quién tuvo una relación con Dylan entre 1961 y 1964?,quién tuvo una relación con dylan entre 1961 y 1964
¿Dónde aparecía una imagen de Suze Rotolo?,dónde aparecía una imagen de suze rotolo
¿Para qué canciones sirvió Suze Rotolo como inspiración a Dylan?,para qué canciones sirvió suze rotolo como inspiración a dylan
¿Cuándo se publicó The Legend of Zelda: Ocarina of Time en Norteamérica?,cuándo se publicó the legend of zelda: ocarina of time en norteamérica
¿Quién era el público en la presentación de The Legend of Zelda: Ocarina of Time en América Latina?,quién era el público en la presentación de the legend of zelda: ocarina of time en américa latina
¿Cuál era la videoconsola para la que se planteó en un primer momento The Legend of Zelda: Ocarina of Time?,cuál era la videoconsola para la que se planteó en un primer momento the legend of zelda: ocarina of time
¿Qué videojuego de la saga Zelda fue una precuela de The Legend of Zelda: Ocarina of Time?,qué videojuego de la saga zelda fue una precuela de the legend of zelda: ocarina of time
¿Cuál es un tema que ha generado controversias por lo que respecta a la saga de Zelda?,cuál es un tema que ha generado controversias por lo que respecta a la saga de zelda
¿Por qué se considera a Ocarina of Time uno de los primeros en la línea de tiempo de la serie The Legend of Zelda?,por qué se considera a ocarina of time uno de los primeros en la línea de tiempo de la serie the legend of zelda
¿Cuántas preventas de The Legend of Zelda: Ocarina of Time se hicieron?,cuántas preventas de the legend of zelda: ocarina of time se hicieron
¿Cuántos videojuegos de The Legend of Zelda: Ocarina of Time se vendieron en Japón durante su primera semana a la venta?,cuántos videojuegos de the legend of zelda: ocarina of time se vendieron en japón durante su primera semana a la venta
¿Cuánto dinero se cree que se había recaudado con The Legend of Zelda: Ocarina of Time a finales de 1998 en América?,cuánto dinero se cree que se había recaudado con the legend of zelda: ocarina of time a finales de 1998 en américa
¿Cómo se llama el ordenador creado por los expertos de Yellow Sheep River de China?,cómo se llama el ordenador creado por los expertos de yellow sheep river de china
¿Cuánto cuesta el ordenador creado por los expertos de Yellow Sheep River de China?,cuánto cuesta el ordenador creado por los expertos de yellow sheep river de china
¿Cuántos diputados británicos mostraron su apoyo a Argentina en esta causa?,cuántos diputados británicos mostraron su apoyo a argentina en esta causa
¿Qué organización impulsó esta iniciativa contra los fondos buitre?,qué organización impulsó esta iniciativa contra los fondos buitre
¿Cuál es la Segunda Edad del Sol en El Señor de los Anillos?,cuál es la segunda edad del sol en el señor de los anillos
¿Qué se trata en El Silmarillion?,qué se trata en el silmarillion
¿Cómo llama J. R. R. Tolkien a la Tercera edad del Sol?,cómo llama j r r tolkien a la tercera edad del sol
¿Cuál era el credo que más interesaba a Tolkien?,cuál era el credo que más interesaba a tolkien
¿En qué guerra sirvió Tolkien?,en qué guerra sirvió tolkien
¿Con qué creía Tolkien que era incompatible el cristianismo?,con qué creía tolkien que era incompatible el cristianismo
¿Contra qué presentador de televisión han presentado una queja?,contra qué presentador de televisión han presentado una queja
¿Qué declaración hizo Arce en diciembre pasado?,qué declaración hizo arce en diciembre pasado
¿A qué se dedica Ricardo Bucio?,a qué se dedica ricardo bucio
¿Cuándo se inició verdaderamente la guerra civil en Vietnam?,cuándo se inició verdaderamente la guerra civil en vietnam
¿Quiénes formaron parte del Frente de Liberación Nacional?,quiénes formaron parte del frente de liberación nacional
¿Cuál era la meta del Frente de Liberación Nacional?,cuál era la meta del frente de liberación nacional
¿Cuándo se desarrolló la etapa de los asesores?,cuándo se desarrolló la etapa de los asesores
¿Cuál era el objetivo de los asesores militares de EE. UU. en un primer momento?,cuál era el objetivo de los asesores militares de ee uu en un primer momento
¿Cómo estaba limitada la actuación de los asesores estadounidenses?,cómo estaba limitada la actuación de los asesores estadounidenses
¿Quién fue el letrado de la señora Simpson en los trámites de su divorcio?,quién fue el letrado de la señora simpson en los trámites de su divorcio
¿Cómo se define un divorcio colaborativo?,cómo se define un divorcio colaborativo
¿Adónde se trasladó Goddard tras su audiencia con Eduardo?,adónde se trasladó goddard tras su audiencia con eduardo
¿Cuándo falleció el padre de Eduardo VIII?,cuándo falleció el padre de eduardo viii
¿Quién fue el primer marido de Wallis?,quién fue el primer marido de wallis
¿Dónde había pasado Eduardo VIII habitualmente sus vacaciones?,dónde había pasado eduardo viii habitualmente sus vacaciones
¿Qué aportó el autor de la novela al mundo?,qué aportó el autor de la novela al mundo
¿Quién apoyó el coloquio?,quién apoyó el coloquio
¿Dónde tuvo lugar el coloquio?,dónde tuvo lugar el coloquio
¿Cuál es la denominación latina de Sirio?,cuál es la denominación latina de sirio
¿En qué constelación está Sirio?,en qué constelación está sirio
¿Qué tipo de estrella es Sirio?,qué tipo de estrella es sirio
¿Cómo se llama la estrella compañera de Sirio?,cómo se llama la estrella compañera de sirio
¿Cómo se llama coloquialmente a Sirio ?,cómo se llama coloquialmente a sirio
¿Quién descubrió Sirio B?,quién descubrió sirio b
¿En qué poema Tennyson habla de Sirio?,en qué poema tennyson habla de sirio
¿En qué álbum de Tintín hay un barco llamado Sirius?,en qué álbum de tintín hay un barco llamado sirius
¿En qué novelas hay un personaje llamado Sirius Black?,en qué novelas hay un personaje llamado sirius black
¿Contra qué equipo juega el Compostela?,contra qué equipo juega el compostela
¿Cuál es el nombre del estadio del Córdoba?,cuál es el nombre del estadio del córdoba
¿Por qué se quiere revisar el presupuesto del plan de infraestructuras?,por qué se quiere revisar el presupuesto del plan de infraestructuras
¿Cuántos ensayos han conseguido los ingleses en la competición?,cuántos ensayos han conseguido los ingleses en la competición
¿Dónde se han enfrentado Italia e Irlanda?,dónde se han enfrentado italia e irlanda
¿Cuánta gente vio el partido de Italia?,cuánta gente vio el partido de italia
¿Dónde estará disponible la muestra?,dónde estará disponible la muestra
¿Quién está de visita en Colombia para hablar sobre el agua?,quién está de visita en colombia para hablar sobre el agua
¿Cuál es el tema central de su charla?,cuál es el tema central de su charla
¿Por qué motivo se verá afectada la producción de café en Brasil?,por qué motivo se verá afectada la producción de café en brasil
¿Quién es el líder mundial en producción de café?,quién es el líder mundial en producción de café
¿Qué es el FNC?,qué es el fnc
¿Cuánto café va a elaborar Colombia este año cafetero según Cárdenas?,cuánto café va a elaborar colombia este año cafetero según cárdenas
¿Cuántas familias colombianas van a salir beneficiadas de la mala cosecha en Brasil?,cuántas familias colombianas van a salir beneficiadas de la mala cosecha en brasil
"¿Qué país no va a vender este año más de 800.000 sacos de 60 kilos, y unos 400.000 de café industrializado?",qué país no va a vender este año más de 800000 sacos de 60 kilos y unos 400000 de café industrializado
¿Qué tipos de café mezcla Ecuador?,qué tipos de café mezcla ecuador
¿Quién es Juan Bautista Moya?,quién es juan bautista moya
¿Cuál ha sido la tercera recogida más exitosa de Costa Rica?,cuál ha sido la tercera recogida más exitosa de costa rica
¿En qué parte de la Meseta Central se halla la Comunidad de Madrid?,en qué parte de la meseta central se halla la comunidad de madrid
¿Cómo se llaman las provincias de Castilla y León limítrofes con la Comunidad de Madrid?,cómo se llaman las provincias de castilla y león limítrofes con la comunidad de madrid
¿Por qué no hay Diputación de Madrid?,por qué no hay diputación de madrid
¿Cuántas guarderías privadas existen en el municipio de Madrid?,cuántas guarderías privadas existen en el municipio de madrid
¿Dónde hay 177 guarderías?,dónde hay 177 guarderías
¿Cómo son los 28 colegios privados que hay en las ciudades de la parte oriental de la Comunidad de Madrid?,cómo son los 28 colegios privados que hay en las ciudades de la parte oriental de la comunidad de madrid
¿Cuál es la forma de la comunidad autónoma de Madrid?,cuál es la forma de la comunidad autónoma de madrid
¿Qué caracteriza a Los Barrancos y La Canaleja?,qué caracteriza a los barrancos y la canaleja
¿Dónde limita la autonomía de Madrid por su lado meridional?,dónde limita la autonomía de madrid por su lado meridional
¿Cuánta gente ha muerto por el horrible tiempo en el país colombiano?,cuánta gente ha muerto por el horrible tiempo en el país colombiano
¿En cuántas partes de Colombia se han anunciado incidentes?,en cuántas partes de colombia se han anunciado incidentes
¿Cuándo obtuvo su cargo el mandatario?,cuándo obtuvo su cargo el mandatario
¿Cuántos puentes han sido renovados?,cuántos puentes han sido renovados
¿Cómo se llama el plan de reconstrucción de infraestructuras promovido por Obama?,cómo se llama el plan de reconstrucción de infraestructuras promovido por obama
¿Cómo se conoce el filtro paso bajo usado para eliminar el aliasing?,cómo se conoce el filtro paso bajo usado para eliminar el aliasing
¿Qué puede causar un filtrado excesivo de una onda?,qué puede causar un filtrado excesivo de una onda
¿Cuál es el papel de los filtros paso bajo en los sistemas de digitalización?,cuál es el papel de los filtros paso bajo en los sistemas de digitalización
¿Qué destacado empresario español del mundo de la comunicación ha muerto?,qué destacado empresario español del mundo de la comunicación ha muerto
¿Cuál era el ideario que promovían los medios dirigidos por Polanco?,cuál era el ideario que promovían los medios dirigidos por polanco
¿Dónde permanecerá expuesto el féretro antes de su funeral?,dónde permanecerá expuesto el féretro antes de su funeral
¿Dónde nació Jean Sibelius?,dónde nació jean sibelius
¿Cuál era el origen de Jean Sibelius?,cuál era el origen de jean sibelius
¿Durante qué período ayudó Sibelius a crear una identidad nacional para Finlandia?,durante qué período ayudó sibelius a crear una identidad nacional para finlandia
¿Cuál era el nombre de la madre de Jean Sibelius?,cuál era el nombre de la madre de jean sibelius
¿De dónde proviene el apellido Sibelius?,de dónde proviene el apellido sibelius
¿Cómo era el ambiente en el que se crio Sibelius?,cómo era el ambiente en el que se crio sibelius
¿Cuáles son las obras más populares de Sibelius?,cuáles son las obras más populares de sibelius
¿En qué épica se inspira Kullervo?,en qué épica se inspira kullervo
¿Qué ópera compuso Sibelius?,qué ópera compuso sibelius
¿Cómo sucedió el siniestro?,cómo sucedió el siniestro
¿Dónde ocurrieron los hechos?,dónde ocurrieron los hechos
¿Cuál es el balance de víctimas del accidente vial?,cuál es el balance de víctimas del accidente vial
¿Cómo llamaron las fuentes japonesas a la batalla del cabo Esperanza?,cómo llamaron las fuentes japonesas a la batalla del cabo esperanza
¿Durante qué conflicto tuvo lugar esta batalla?,durante qué conflicto tuvo lugar esta batalla
¿En qué océano tuvo lugar la batalla del cabo Esperanza?,en qué océano tuvo lugar la batalla del cabo esperanza
¿Cuál era rango de Kikunori Kijima durante el viaje de vuelta a las islas Shortland?,cuál era rango de kikunori kijima durante el viaje de vuelta a las islas shortland
¿A quién sustituyó Kijima como comandante de las fuerzas de bombardeo?,a quién sustituyó kijima como comandante de las fuerzas de bombardeo
¿Para qué se trasladó el Aoba a Kure?,para qué se trasladó el aoba a kure
¿En qué conjunto insular se engloban las islas Florida?,en qué conjunto insular se engloban las islas florida
¿De qué nacionalidad eran la mayoría de las fuerzas aliadas que desembarcaron en Guadalcanal?,de qué nacionalidad eran la mayoría de las fuerzas aliadas que desembarcaron en guadalcanal
¿Cuánto se dilató en el tiempo la campaña de Guadalcanal?,cuánto se dilató en el tiempo la campaña de guadalcanal
¿A quiénes destinó las inversiones Milner?,a quiénes destinó las inversiones milner
¿De dónde procedía el dinero recibido por las redes sociales?,de dónde procedía el dinero recibido por las redes sociales
¿Qué cantidad recibió Facebook de Milner?,qué cantidad recibió facebook de milner
¿Dónde han ganado los colombianos?,dónde han ganado los colombianos
¿Cuál podría ser el motivo que provocó el siniestro?,cuál podría ser el motivo que provocó el siniestro
¿Cuántas personas perdieron la vida a causa del accidente?,cuántas personas perdieron la vida a causa del accidente
¿Quién es el rival de Hugo Chávez?,quién es el rival de hugo chávez
¿Cuál es la razón para que cientos de personas huyan de Colombia a Ecuador?,cuál es la razón para que cientos de personas huyan de colombia a ecuador
¿En el marco de qué operación tuvo lugar la supuesta incursión en Ecuador de la policía colombiana?,en el marco de qué operación tuvo lugar la supuesta incursión en ecuador de la policía colombiana
¿Con qué contacta la parte de abajo de un tornado?,con qué contacta la parte de abajo de un tornado
¿Cuál es el tipo de tornado en que este contacta por la parte superior con la base de una nube cúmulus?,cuál es el tipo de tornado en que este contacta por la parte superior con la base de una nube cúmulus
¿Cuánto puede durar un tornado?,cuánto puede durar un tornado
¿Cuáles son las escalas que jerarquiza el deterioro causado por un tornado?,cuáles son las escalas que jerarquiza el deterioro causado por un tornado
¿Cómo se mejoró la vieja escala Fujita para crear la EF?,cómo se mejoró la vieja escala fujita para crear la ef
¿Cuál es la clasificación que reciben los tornados más débiles siguiendo la escala TORRO?,cuál es la clasificación que reciben los tornados más débiles siguiendo la escala torro
¿Qué causa el efecto de Coriolis?,qué causa el efecto de coriolis
¿Por qué se da el efecto de Coriolis?,por qué se da el efecto de coriolis
¿Quién apuntó que la velocidad de rotación de la Tierra a los 30° de latitud es de 404 m/s?,quién apuntó que la velocidad de rotación de la tierra a los 30° de latitud es de 404 m/s
¿Quién está al frente de Indonesia?,quién está al frente de indonesia
¿Quién se va a hacer cargo de las tareas de Wahid?,quién se va a hacer cargo de las tareas de wahid
¿Qué significan las siglas MPR?,qué significan las siglas mpr
¿Qué edad tiene Wahid?,qué edad tiene wahid
¿Qué dolencia sufre Wahid?,qué dolencia sufre wahid
¿Cuánta gente ha fallecido ya en las islas Molucas?,cuánta gente ha fallecido ya en las islas molucas
¿Qué se le da muy mal a Wahid en sus tareas?,qué se le da muy mal a wahid en sus tareas
¿Quién es Megawati?,quién es megawati
¿Dónde está asociado Jusef Wanandi?,dónde está asociado jusef wanandi
¿Cuál es la ciudad más importante de la provincia de Córdoba?,cuál es la ciudad más importante de la provincia de córdoba
¿Cómo se llama la ciudad con un mayor número de habitantes de Argentina?,cómo se llama la ciudad con un mayor número de habitantes de argentina
¿Qué otros nombres se le dan al municipio de Córdoba?,qué otros nombres se le dan al municipio de córdoba
¿Qué es la AMPAS?,qué es la ampas
¿De qué informó la AMPAS este lunes?,de qué informó la ampas este lunes
¿Qué porcentaje de los votantes se abstuvo?,qué porcentaje de los votantes se abstuvo
¿Cuándo fueron celebrados los comicios?,cuándo fueron celebrados los comicios
¿Cuántos representantes integran la Asamblea Nacional?,cuántos representantes integran la asamblea nacional
¿Dónde son los Juegos Paralímpicos?,dónde son los juegos paralímpicos
¿Dónde están las piscinas de la competición?,dónde están las piscinas de la competición
¿Cuántos asistieron a la ceremonia inaugural?,cuántos asistieron a la ceremonia inaugural
¿Cuántas entradas se han vendido hasta ahora?,cuántas entradas se han vendido hasta ahora
¿Qué cargo ocupa Willoughby?,qué cargo ocupa willoughby
¿Cuánta gente había en el Parque Olímpico esta mañana temprano?,cuánta gente había en el parque olímpico esta mañana temprano
¿Cuándo se prevé que habrá más gente en el Parque Olímpico?,cuándo se prevé que habrá más gente en el parque olímpico
¿Quién quedó segunda en 50 metros mariposa?,quién quedó segunda en 50 metros mariposa
¿Dónde se han producido las protestas?,dónde se han producido las protestas
¿Con qué hecho se mostraron descontentos los iraquíes que tomaron las calles de la capital?,con qué hecho se mostraron descontentos los iraquíes que tomaron las calles de la capital
"¿Cuál es el origen del término ""locus S""?","cuál es el origen del término ""locus s"""
¿Dónde se muestran los genes básicos del locus S?,dónde se muestran los genes básicos del locus s
¿Qué tipo de gen es el que se encuentra en el pistilo?,qué tipo de gen es el que se encuentra en el pistilo
¿Cuándo desapareció la AI?,cuándo desapareció la ai
¿Por qué se cree que se lleva a cabo la desaparición de los sistemas de AI?,por qué se cree que se lleva a cabo la desaparición de los sistemas de ai
¿Cuál es el estado en el que queda un sistema de AI una vez que desaparece?,cuál es el estado en el que queda un sistema de ai una vez que desaparece
¿Cómo se definían políticamente los integrantes del Círculo Beliáyev?,cómo se definían políticamente los integrantes del círculo beliáyev
¿Cuándo terminó la relación de Chaikovski con los integrantes del Círculo Beliáyev?,cuándo terminó la relación de chaikovski con los integrantes del círculo beliáyev
¿Para qué fue Chaikovski a San Petersburgo en noviembre de 1887?,para qué fue chaikovski a san petersburgo en noviembre de 1887
¿Cómo se alejaba Rimski-Kórsakov del nacionalismo ruso puro?,cómo se alejaba rimski-kórsakov del nacionalismo ruso puro
¿Quién ocupó el lugar de Los Cinco tras su disolución?,quién ocupó el lugar de los cinco tras su disolución
¿Cuál era la actitud del Círculo Beliáyev respecto a las costumbres compositivas de Occidente?,cuál era la actitud del círculo beliáyev respecto a las costumbres compositivas de occidente
¿En qué autonomía de España se gestó la plaga de topillos de 2007?,en qué autonomía de españa se gestó la plaga de topillos de 2007
¿Cuándo se acabó por fin la plaga de topillos?,cuándo se acabó por fin la plaga de topillos
¿Cuál fue la especie que se convirtió en una plaga?,cuál fue la especie que se convirtió en una plaga
¿Cómo resultan las plagas de topillos desde el punto de vista ecológico?,cómo resultan las plagas de topillos desde el punto de vista ecológico
¿Cuál es la consecuencia de que el suelo se airee por acción de los topillos?,cuál es la consecuencia de que el suelo se airee por acción de los topillos
¿Cómo benefician la tierra las madrigueras de topillos?,cómo benefician la tierra las madrigueras de topillos
¿Quién era Silvia Clemente en 2008?,quién era silvia clemente en 2008
¿Cuánto dinero se gastó para acabar con la explosión demográfica de topillos?,cuánto dinero se gastó para acabar con la explosión demográfica de topillos
¿Cuál fue el papel de los tóxicos en la finalización de la plaga?,cuál fue el papel de los tóxicos en la finalización de la plaga
¿Qué edifico tenían retenido los delincuentes?,qué edifico tenían retenido los delincuentes
¿Quién es el letrado de la UNAM?,quién es el letrado de la unam
¿A qué literatura se adscribe A Diogneto?,a qué literatura se adscribe a diogneto
¿Cuántas partes componen A Diogneto?,cuántas partes componen a diogneto
¿Cuál es el motivo por el que A Diogneto se considera superior a otras obras de la apologética cristiana?,cuál es el motivo por el que a diogneto se considera superior a otras obras de la apologética cristiana
¿Para qué se solían escribir las apologías?,para qué se solían escribir las apologías
¿Por qué se le plantean a Diogneto tales preguntas?,por qué se le plantean a diogneto tales preguntas
¿Sobre qué trata A Diogneto?,sobre qué trata a diogneto
¿Por qué apareció la apologética cristiana en el siglo II?,por qué apareció la apologética cristiana en el siglo ii
¿Cuál era la pena con la podía ser castigada una persona por practicar el cristianismo?,cuál era la pena con la podía ser castigada una persona por practicar el cristianismo
¿Cuál era la función de los Evangelios?,cuál era la función de los evangelios
¿Cómo ha sido extraída el agua de Utrera?,cómo ha sido extraída el agua de utrera
¿Cuántas personas sufrieron ataques de ansiedad por las inundaciones?,cuántas personas sufrieron ataques de ansiedad por las inundaciones
¿Cuándo hubo demoras en los cercanías y regionales?,cuándo hubo demoras en los cercanías y regionales
¿Quién interpretó a Golda Meir en Golda de Gibson?,quién interpretó a golda meir en golda de gibson
¿Cuándo dirigió Márta Mészáros The Last Report on Anna?,cuándo dirigió márta mészáros the last report on anna
¿Cuál era el papel de Ingrid Bergman en Una mujer llamada Golda?,cuál era el papel de ingrid bergman en una mujer llamada golda
¿Cuál era la petición del movimiento sionista tras la Segunda Guerra Mundial?,cuál era la petición del movimiento sionista tras la segunda guerra mundial
¿Qué era el Sábado Negro?,qué era el sábado negro
¿Qué causó que Golda Meyerson se convirtiese en jefa del Departamento de Estado del comité central de la Sojnut?,qué causó que golda meyerson se convirtiese en jefa del departamento de estado del comité central de la sojnut
¿Cuál ha sido el sector menos afectado por la crisis económica?,cuál ha sido el sector menos afectado por la crisis económica
¿Cuánto predecía el Fondo Monetario Internacional que se reduciría el PIB en 2009?,cuánto predecía el fondo monetario internacional que se reduciría el pib en 2009
¿Qué factor fue el más determinante en la recesión económica de 2008 según el Banco de España?,qué factor fue el más determinante en la recesión económica de 2008 según el banco de españa
¿Cuál era el ritmo de escritura de Victoria según Giles St. Aubyn?,cuál era el ritmo de escritura de victoria según giles st aubyn
¿Cuántos diarios escribió Victoria?,cuántos diarios escribió victoria
¿Quién se encargó de transcribir y editar los diarios de Victoria?,quién se encargó de transcribir y editar los diarios de victoria
¿Quién amenazó a Victoria con una arma el 29 de mayo de 1842?,quién amenazó a victoria con una arma el 29 de mayo de 1842
¿Por qué repitió Victoria el recorrido que había llevado a cabo el día anterior el 30 de mayo de 1842?,por qué repitió victoria el recorrido que había llevado a cabo el día anterior el 30 de mayo de 1842
¿Cuál fue el motivo de la condena de Francis?,cuál fue el motivo de la condena de francis
¿Quién ha ganado las elecciones en Chile?,quién ha ganado las elecciones en chile
¿Cuándo tuvieron lugar las elecciones generales en España?,cuándo tuvieron lugar las elecciones generales en españa
¿Dónde estuvo retenido Pinochet?,dónde estuvo retenido pinochet
¿Durante cuánto tiempo permaneció retenido Pinochet en Londres?,durante cuánto tiempo permaneció retenido pinochet en londres
¿Quiénes han presentado la acusación antes el TSJC?,quiénes han presentado la acusación antes el tsjc
¿Quién hizo acto de presencia por el barrio de Sant Ramon?,quién hizo acto de presencia por el barrio de sant ramon
¿Quién iba con Joan Clos por el barrio de Sant Ramon?,quién iba con joan clos por el barrio de sant ramon
¿Cómo se llama la compañía de danza?,cómo se llama la compañía de danza
¿Quién dirige el espectáculo?,quién dirige el espectáculo
¿A qué público se dirige el espectáculo?,a qué público se dirige el espectáculo
¿Cuál fue el primer espectáculo infantil de la compañía?,cuál fue el primer espectáculo infantil de la compañía
¿Qué representan las imágenes?,qué representan las imágenes
¿Cuál es la mejor escena de la obra?,cuál es la mejor escena de la obra
¿Qué quieren provocar las escenas?,qué quieren provocar las escenas
¿Qué ha dictado el gobierno griego dada la situación excepcional?,qué ha dictado el gobierno griego dada la situación excepcional
¿A cuánto asciende el número de personas que han muerto por esta catástrofe?,a cuánto asciende el número de personas que han muerto por esta catástrofe
¿Dónde se muestran más violentos los fuegos?,dónde se muestran más violentos los fuegos
¿Qué importe reclamó el comprador del equipo?,qué importe reclamó el comprador del equipo
¿Cuánto abonó Dell al usuario de Linux por el sistema operativo devuelto?,cuánto abonó dell al usuario de linux por el sistema operativo devuelto
¿Cuántas mujeres fueron detenidas?,cuántas mujeres fueron detenidas
¿Por qué se han detenido a los jóvenes italianos y croatas?,por qué se han detenido a los jóvenes italianos y croatas
¿En qué municipio de Valencia hay grupos nazis?,en qué municipio de valencia hay grupos nazis
¿Qué grupo se escindió de Acción Radical en 1994?,qué grupo se escindió de acción radical en 1994
¿Quién es el Ministro de Asuntos Exteriores de España?,quién es el ministro de asuntos exteriores de españa
¿Dónde está de gira el canciller cubano?,dónde está de gira el canciller cubano
¿Cuál es el nombre del niño cubano retenido en EEUU?,cuál es el nombre del niño cubano retenido en eeuu
¿Cómo son los contactos entre España y Cuba según Pérez Roque?,cómo son los contactos entre españa y cuba según pérez roque
¿Cuándo fue rescatado el niño del naufragio?,cuándo fue rescatado el niño del naufragio
¿Dónde se entrevistaron disidentes cubanos con el presidente de España?,dónde se entrevistaron disidentes cubanos con el presidente de españa
¿Qué se celebró en Cuba?,qué se celebró en cuba
¿Por qué no pudo hablar Matutes con Pérez Roque?,por qué no pudo hablar matutes con pérez roque
¿Por qué puede ir a juicio la gente en Cuba?,por qué puede ir a juicio la gente en cuba
¿Qué está prohibido para las empresas de EEUU en Cuba?,qué está prohibido para las empresas de eeuu en cuba
¿Qué tipo de divinidad son?,qué tipo de divinidad son
¿Qué fabrica la empresa Maxis?,qué fabrica la empresa maxis
¿A qué empresa pertenecen SimLife y el SimAnt?,a qué empresa pertenecen simlife y el simant
¿Para qué compañía trabaja Vladimir Pokhilko?,para qué compañía trabaja vladimir pokhilko
¿Dónde está situada la compañía Animatek?,dónde está situada la compañía animatek
¿Qué es el HFish?,qué es el hfish
¿De dónde es el ceramista que busca al Comando Ciudadano Justiciero?,de dónde es el ceramista que busca al comando ciudadano justiciero
¿Por qué se han llevado la placa dedicada a Salvador Seguí?,por qué se han llevado la placa dedicada a salvador seguí
¿Cuándo le encargaron la placa a Xavier?,cuándo le encargaron la placa a xavier
¿Cuánto se estima que vale la placa?,cuánto se estima que vale la placa
¿Dónde fue Oliveras a entregar los plafones?,dónde fue oliveras a entregar los plafones
¿Por qué se fue del ayuntamiento?,por qué se fue del ayuntamiento
¿Dónde se encuentra el ayuntamiento?,dónde se encuentra el ayuntamiento
¿A disposición de quién se pone Olveras?,a disposición de quién se pone olveras
