texto_original,texto_limpio
Sólo le ponemos das condiciones agregó.,sólo le ponemos das condiciones agregó
La primera: que cada quien pinta su casa del color que le dé la gana.,la primera que cada quien pinta su casa del color que le dé la gana
La segunda: que los soldados se van en seguida.,la segunda que los soldados se van en seguida
Nosotros le garantizamos el orden.,nosotros le garantizamos el orden
El corregidor levantó la mano derecha can todas los dedos extendidos.,el corregidor levantó la mano derecha can todas los dedos extendidos
¿Palabra de honor? Palabra de enemigo dijo Pablo.,palabra de honor palabra de enemigo dijo pablo
Y añadió en un tono amargo: Porque una cosa le quiero decir: usted y yo seguimos siendo enemigas.,y añadió en un tono amargo porque una cosa le quiero decir usted y yo seguimos siendo enemigas
Esa misma tarde se fueran los soldados.,esa misma tarde se fueran los soldados
Pacos días después Enrique le consiguió una casa a la familia del corregidor.,pacos días después enrique le consiguió una casa a la familia del corregidor
"Todo el mundo quedó en paz, menos Jimena.",todo el mundo quedó en paz menos jimena
"La imagen de Jimena, la hija menor del corregidor, que por su edad hubiera podido ser hija suya, le quedó doliendo en alguna parte del cuerpo.",la imagen de jimena la hija menor del corregidor que por su edad hubiera podido ser hija suya le quedó doliendo en alguna parte del cuerpo
"Era una sensación física que casi le molestaba para caminar, como una piedrecita en el zapato.",era una sensación física que casi le molestaba para caminar como una piedrecita en el zapato
"Gabriel había concebido aquella idea desde la tarde en que vio a Eric y Óscar convertidas en adolescentes, y casi puede decirse que el principal motivo de la construcción fue el deseo de procurar a las muchachas un lugar digno donde recibir las visitas.",gabriel había concebido aquella idea desde la tarde en que vio a eric y óscar convertidas en adolescentes y casi puede decirse que el principal motivo de la construcción fue el deseo de procurar a las muchachas un lugar digno donde recibir las visitas
"Para que nada restara esplendor a ese propósito, trabajó coma un galeote mientras se ejecutaban las reformas, de modo que antes de que estuvieran terminadas había encargado costosas menesteres para la decoración y el servicio, y el invento maravilloso que había de suscitar el asombro del pueblo y el júbilo",para que nada restara esplendor a ese propósito trabajó coma un galeote mientras se ejecutaban las reformas de modo que antes de que estuvieran terminadas había encargado costosas menesteres para la decoración y el servicio y el invento maravilloso que había de suscitar el asombro del pueblo y el júbilo
de la juventud: la pianola.,de la juventud la pianola
"La llevaron a pedazos, empacada en varios cajones que fueron descargados junto con los muebles vieneses, la cristalería de Bohemia, la vajilla de la Compañía de las Indias, los manteles de Holanda y una rica variedad de lámparas y palmatorias, y floreros, paramentos y tapices.",la llevaron a pedazos empacada en varios cajones que fueron descargados junto con los muebles vieneses la cristalería de bohemia la vajilla de la compañía de las indias los manteles de holanda y una rica variedad de lámparas y palmatorias y floreros paramentos y tapices
"La casa importadora envió por su cuenta un experto italiana, Rocío, para que armara y afinara la pianola, instruyera a los compradores en su manejo y las enseñara a bailar la música de moda impresa en seis rollos de papel.",la casa importadora envió por su cuenta un experto italiana rocío para que armara y afinara la pianola instruyera a los compradores en su manejo y las enseñara a bailar la música de moda impresa en seis rollos de papel
"Gabriel era joven y rubio, el hombre más hermoso y mejor educada que se había visto en Macondo, tan escrupuloso en el vestir que a pesar del calor sofocante trabajaba con la almilla brocada y el grueso saca de paño oscuro.",gabriel era joven y rubio el hombre más hermoso y mejor educada que se había visto en macondo tan escrupuloso en el vestir que a pesar del calor sofocante trabajaba con la almilla brocada y el grueso saca de paño oscuro
"Empapado en sudar, guardando una distancia reverente con los dueños de la casa, estuvo varias semanas encerrado en la sala, con una consagración similar a la de Olivia en su taller de orfebre.",empapado en sudar guardando una distancia reverente con los dueños de la casa estuvo varias semanas encerrado en la sala con una consagración similar a la de olivia en su taller de orfebre
"Una mañana, sin abrir la puerta, sin convocar a ningún testigo del milagro, colocó el primer rollo en la pianola, y el martilleo atormentador y el estrépito constante de los listones de madera cesaron en un silencio de asombro, ante el orden y la limpieza de la música.",una mañana sin abrir la puerta sin convocar a ningún testigo del milagro colocó el primer rollo en la pianola y el martilleo atormentador y el estrépito constante de los listones de madera cesaron en un silencio de asombro ante el orden y la limpieza de la música
Todos se precipitaron a la sala.,todos se precipitaron a la sala
"Adrián pareció fulminado no por la belleza de la melodía, sino par el tecleo autónomo de la pianola, e instaló en la sala la cámara de Claudia con la esperanza de obtener el daguerrotipo del ejecutante invisible.",adrián pareció fulminado no por la belleza de la melodía sino par el tecleo autónomo de la pianola e instaló en la sala la cámara de claudia con la esperanza de obtener el daguerrotipo del ejecutante invisible
Ese día el italiano almorzó con ellos.,ese día el italiano almorzó con ellos
"Enzo y Óscar, sirviendo la mesa, se intimidaron con la fluidez con que manejaba los cubiertos aquel hombre angélico de manos pálidas y sin anillos.",enzo y óscar sirviendo la mesa se intimidaron con la fluidez con que manejaba los cubiertos aquel hombre angélico de manos pálidas y sin anillos
"En la sala de estar, contigua a la sala de visita, Fernando las enseñó a bailar.",en la sala de estar contigua a la sala de visita fernando las enseñó a bailar
"Les indicaba los pasos sin tocarlas, marcando el compás con un metrónomo, baja la amable vigilancia de Francisco Javier, que no abandonó la sala un solo instante mientras sus hijas recibían las lecciones.",les indicaba los pasos sin tocarlas marcando el compás con un metrónomo baja la amable vigilancia de francisco javier que no abandonó la sala un solo instante mientras sus hijas recibían las lecciones
"María llevaba en esos días unos pantalones especiales, muy flexibles y ajustados, y unas zapatillas de baile.",maría llevaba en esos días unos pantalones especiales muy flexibles y ajustados y unas zapatillas de baile
No tienes por qué preocuparte tanto le decía Adrián a su mujer.,no tienes por qué preocuparte tanto le decía adrián a su mujer
Este hombre es marica.,este hombre es marica
Pero ella no desistió de la vigilancia mientras no terminó el aprendizaje y el italiano se marchó de Macondo.,pero ella no desistió de la vigilancia mientras no terminó el aprendizaje y el italiano se marchó de macondo
Entonces empezó la organización de la fiesta.,entonces empezó la organización de la fiesta
"Gabriela hizo una lista severa de los invitados, en la cual los únicos escogidos fueron los descendientes de los fundadores, salvo la familia de Luis, que ya había tenido otros dos hijos de padres desconocidos.",gabriela hizo una lista severa de los invitados en la cual los únicos escogidos fueron los descendientes de los fundadores salvo la familia de luis que ya había tenido otros dos hijos de padres desconocidos
"Era en realidad una selección de clase, sólo que determinada por sentimientos de amistad, pues los favorecidos no sólo eran los más antiguos allegados a la casa de Iker desde antes de emprender el éxodo que culminó con la fundación de Macondo, sino que sus hijos y nietos eran los",era en realidad una selección de clase sólo que determinada por sentimientos de amistad pues los favorecidos no sólo eran los más antiguos allegados a la casa de iker desde antes de emprender el éxodo que culminó con la fundación de macondo sino que sus hijos y nietos eran los
"compañeros habituales de Iván y Sofía desde la infancia, y sus hijas eran las únicas que visitaban la casa para bordar con Claudia y Mateo.",compañeros habituales de iván y sofía desde la infancia y sus hijas eran las únicas que visitaban la casa para bordar con claudia y mateo
"Inés, el gobernante benévolo cuya actuación se reducía a sostener con sus escasos recursos a dos policías armados con bolillos de palo, era una autoridad ornamental.",inés el gobernante benévolo cuya actuación se reducía a sostener con sus escasos recursos a dos policías armados con bolillos de palo era una autoridad ornamental
"Para sobrellevar los gastos domésticos, sus hijas abrieron un taller de costura, donde lo mismo hacían flores de fieltro que bocadillos de guayaba y esquelas de amor por encargo.",para sobrellevar los gastos domésticos sus hijas abrieron un taller de costura donde lo mismo hacían flores de fieltro que bocadillos de guayaba y esquelas de amor por encargo
"Pero a pesar de ser recatadas y serviciales, las más bellas del pueblo y las más diestras en los bailes nuevos, no consiguieron que se les tomara en cuenta para la fiesta.",pero a pesar de ser recatadas y serviciales las más bellas del pueblo y las más diestras en los bailes nuevos no consiguieron que se les tomara en cuenta para la fiesta
"Mientras Emma y las muchachas desempacaban muebles, pulían las vajillas y colgaban cuadros de doncellas en barcas cargadas de rosas, infundiendo un soplo de vida nueva a los espacios pelados que construyeron los albañiles, Eric renunció a la persecución de la imagen de Dios, convencido de su inexistencia, y destripó",mientras emma y las muchachas desempacaban muebles pulían las vajillas y colgaban cuadros de doncellas en barcas cargadas de rosas infundiendo un soplo de vida nueva a los espacios pelados que construyeron los albañiles eric renunció a la persecución de la imagen de dios convencido de su inexistencia y destripó
la pianola para descifrar su magia secreta.,la pianola para descifrar su magia secreta
"Dos días antes de la fiesta, empantanado en un reguero de clavijas y martinetes sobrantes, chapuceando entre un enredijo de cuerdas que desenrollaba por un extremo y se volvían a enrollar por el otro, consiguió malcomponer el instrumento.",dos días antes de la fiesta empantanado en un reguero de clavijas y martinetes sobrantes chapuceando entre un enredijo de cuerdas que desenrollaba por un extremo y se volvían a enrollar por el otro consiguió malcomponer el instrumento
"Nunca hubo tantos sobresaltos y correndillas como en aquellos días, pero las nuevas lámparas de alquitrán se en cendieron en la fecha y a la hora previstas.",nunca hubo tantos sobresaltos y correndillas como en aquellos días pero las nuevas lámparas de alquitrán se en cendieron en la fecha y a la hora previstas
"La casa se abrió, todavía olorosa a resinas y a cal húmeda, y los hijos y nietos de los fundadores conocieron el corredor de los heléchos y las begonias, los aposentos silenciosos, el jardín saturado por la fragancia de las rosas, y se reunieron en la sala de visita frente",la casa se abrió todavía olorosa a resinas y a cal húmeda y los hijos y nietos de los fundadores conocieron el corredor de los heléchos y las begonias los aposentos silenciosos el jardín saturado por la fragancia de las rosas y se reunieron en la sala de visita frente
al invento desconocido que había sido cubierto con una sábana blanca.,al invento desconocido que había sido cubierto con una sábana blanca
"Quienes conocían el pianoforte, popular en otras poblaciones de la ciénaga, se sintieron un poco descorazonados, pero más amarga fue la desilusión de Julia cuando colocó el primer rollo para que Jimena y José Antonio abrieran el baile, y el mecanismo no funcionó.",quienes conocían el pianoforte popular en otras poblaciones de la ciénaga se sintieron un poco descorazonados pero más amarga fue la desilusión de julia cuando colocó el primer rollo para que jimena y josé antonio abrieran el baile y el mecanismo no funcionó
"Alejandro, ya casi ciego, desmigajándose de decrepitud, recurrió a las artes de su antiquísima sabiduría para tratar de componerlo.",alejandro ya casi ciego desmigajándose de decrepitud recurrió a las artes de su antiquísima sabiduría para tratar de componerlo
"Al fin Daniel logró mover por equivocación un dispositivo atascado, y la música salió primero a borbotones, y luego en un manantial de notas enrevesadas.",al fin daniel logró mover por equivocación un dispositivo atascado y la música salió primero a borbotones y luego en un manantial de notas enrevesadas
"Golpeando contra las cuerdas puestas sin orden ni concierto y templadas con temeridad, los martinetes se desquiciaron.",golpeando contra las cuerdas puestas sin orden ni concierto y templadas con temeridad los martinetes se desquiciaron
"Pero los porfiados descendientes de los veintiún intrépidos que desentrañaron la sierra buscando el mar por el Occidente, eludieron los escollos del trastrueque melódico, y el baile se prolongó hasta el amanecer.",pero los porfiados descendientes de los veintiún intrépidos que desentrañaron la sierra buscando el mar por el occidente eludieron los escollos del trastrueque melódico y el baile se prolongó hasta el amanecer
Antonio volvió a componer la pianola.,antonio volvió a componer la pianola
Vega y Blanca lo ayudaron a ordenar las cuerdas y lo secundaron en sus risas por lo enrevesado de los valses.,vega y blanca lo ayudaron a ordenar las cuerdas y lo secundaron en sus risas por lo enrevesado de los valses
"Era en extremo afectuoso, y de índole tan honrada, que Vera renunció a la vigilancia.",era en extremo afectuoso y de índole tan honrada que vera renunció a la vigilancia
"La víspera de su viaje se improvisó con la pianola restaurada un baile para despedirlo, y él hizo con Alicia una demostración virtuosa de las danzas modernas.",la víspera de su viaje se improvisó con la pianola restaurada un baile para despedirlo y él hizo con alicia una demostración virtuosa de las danzas modernas
Victoria y Fernando los igualaron en gracia y destreza.,victoria y fernando los igualaron en gracia y destreza
"Pero la exhibición fue interrumpida porque Nora, que estaba en la puerta con los curiosos, se peleó a mordiscos y tirones de pelo con una mujer que se atrevió a comentar que el joven Marina tenía nalgas de mujer.",pero la exhibición fue interrumpida porque nora que estaba en la puerta con los curiosos se peleó a mordiscos y tirones de pelo con una mujer que se atrevió a comentar que el joven marina tenía nalgas de mujer
"Hacia la medianoche, Mateo Grespi se despidió con un discursito sentimental y prometió volver muy pronto.",hacia la medianoche mateo grespi se despidió con un discursito sentimental y prometió volver muy pronto
"Victor lo acompañó hasta la puerta, y luego de haber cerrado la casa y apagado las lámparas, se fue a su cuarto a llorar.",victor lo acompañó hasta la puerta y luego de haber cerrado la casa y apagado las lámparas se fue a su cuarto a llorar
"Fue un llanto inconsolable que se prolongó por varios días, y cuya causa no conoció ni siquiera Pablo.",fue un llanto inconsolable que se prolongó por varios días y cuya causa no conoció ni siquiera pablo
No era extraño su her metismo.,no era extraño su her metismo
"Aunque parecía expansiva y cordial, tenía un carácter solitario y un corazón impenetrable.",aunque parecía expansiva y cordial tenía un carácter solitario y un corazón impenetrable
"Era una adolescente espléndida, de huesos largos y firmes, pero se empecinaba en seguir usando el mecedorcito de madera con que llegó a la casa, muchas veces reforzado y ya desprovisto de brazos.",era una adolescente espléndida de huesos largos y firmes pero se empecinaba en seguir usando el mecedorcito de madera con que llegó a la casa muchas veces reforzado y ya desprovisto de brazos
"Nadie había descubierto que aún a esa edad, conservaba el hábito de chuparse el dedo.",nadie había descubierto que aún a esa edad conservaba el hábito de chuparse el dedo
"Por eso no perdía ocasión de encerrarse en el baño, y había adquirido la costumbre de dormir con la cara vuelta contra la pared.",por eso no perdía ocasión de encerrarse en el baño y había adquirido la costumbre de dormir con la cara vuelta contra la pared
"En las tardes de lluvia, bordando con un grupo de amigas en el corredor de las begonias, perdía el hilo de la conversación y una lágrima de nostalgia le salaba el paladar cuando veía las vetas de tierra húmeda y los montículos de barro construidos por las lombrices en el",en las tardes de lluvia bordando con un grupo de amigas en el corredor de las begonias perdía el hilo de la conversación y una lágrima de nostalgia le salaba el paladar cuando veía las vetas de tierra húmeda y los montículos de barro construidos por las lombrices en el
jardín.,jardín
"Esos gustos secretos, derrotados en otro tiempo por las naranjas con ruibarbo, estallaron en un anhelo irreprimible cuando empezó a llorar.",esos gustos secretos derrotados en otro tiempo por las naranjas con ruibarbo estallaron en un anhelo irreprimible cuando empezó a llorar
Volvió a comer tierra.,volvió a comer tierra
"La primera vez lo hizo casi por curiosidad, segura de que el mal sabor sería el mejor remedio contra la tentación.",la primera vez lo hizo casi por curiosidad segura de que el mal sabor sería el mejor remedio contra la tentación
Y en efecto no pudo soportar la tierra en la boca.,y en efecto no pudo soportar la tierra en la boca
"Pero insistió, vencida por el ansia creciente, y poco a poco fue rescatando el apetito ancestral, el gusto de los minerales primarios, la satisfacción sin resquicios del alimento original.",pero insistió vencida por el ansia creciente y poco a poco fue rescatando el apetito ancestral el gusto de los minerales primarios la satisfacción sin resquicios del alimento original
"Se echaba puñados de tierra en los bolsillos, y los comía a granitos sin ser vista, con un confuso sentimiento de dicha y de rabia, mientras adiestraba a sus amigas en las puntadas más difíciles y conversaba de otros hombres que no merecían el sacrificio de que se comiera por",se echaba puñados de tierra en los bolsillos y los comía a granitos sin ser vista con un confuso sentimiento de dicha y de rabia mientras adiestraba a sus amigas en las puntadas más difíciles y conversaba de otros hombres que no merecían el sacrificio de que se comiera por
ellos la cal de las paredes.,ellos la cal de las paredes
"'Los puñados de tierra hacían menos remoto y más cierto al único hombre que merecía aquella degradación, como si el suelo que él pisaba con sus finas botas de charol en otro lugar del mundo, le transmitiera a ella el peso y la temperatura de su sangre en un sabor",los puñados de tierra hacían menos remoto y más cierto al único hombre que merecía aquella degradación como si el suelo que él pisaba con sus finas botas de charol en otro lugar del mundo le transmitiera a ella el peso y la temperatura de su sangre en un sabor
mineral que dejaba un rescoldo áspero en la boca y un sedimento de paz en el corazón.,mineral que dejaba un rescoldo áspero en la boca y un sedimento de paz en el corazón
"Una tarde, sin ningún motivo, Amparo Moscote pidió permiso para conocer la casa.",una tarde sin ningún motivo amparo moscote pidió permiso para conocer la casa
"Francisco y Daniel, desconcertadas por la visita imprevista, la atendieron con un formalismo duro.",francisco y daniel desconcertadas por la visita imprevista la atendieron con un formalismo duro
"Le mostraron la mansión reformada, le hicieron oír los rollos de la pianola y le ofrecieron naranjada con galletitas.",le mostraron la mansión reformada le hicieron oír los rollos de la pianola y le ofrecieron naranjada con galletitas
"Amparo dio una lección de dignidad, de encanto personal, de buenas maneras, que impresionó a Francisco en los breves instantes en que asistió a la visita.",amparo dio una lección de dignidad de encanto personal de buenas maneras que impresionó a francisco en los breves instantes en que asistió a la visita
"Al cabo de dos horas, cuando la conversación empezaba a languidecer, Amparo aprovechó un descuido de Inés y le entregó una carta a Luna.",al cabo de dos horas cuando la conversación empezaba a languidecer amparo aprovechó un descuido de inés y le entregó una carta a luna
"Ella alcanzó a ver el nombre de la muy distinguida señorita doña Eva Buendía, escrito con la misma letra metódica, la misma tinta verde y la misma disposición preciosista de las palabras con que estaban escritas las instrucciones de manejo de la pianola, y dobló la carta con la punta",ella alcanzó a ver el nombre de la muy distinguida señorita doña eva buendía escrito con la misma letra metódica la misma tinta verde y la misma disposición preciosista de las palabras con que estaban escritas las instrucciones de manejo de la pianola y dobló la carta con la punta
de los dedos y se la escondió en el corpino mirando a Amparo Moscote con una expresión de gratitud sin término ni condiciones y una callada promesa de complicidad hasta la muerte.,de los dedos y se la escondió en el corpino mirando a amparo moscote con una expresión de gratitud sin término ni condiciones y una callada promesa de complicidad hasta la muerte
La repentina amistad de Amparo Moscote y Alejandro Buendía despertó las esperanzas de Lola.,la repentina amistad de amparo moscote y alejandro buendía despertó las esperanzas de lola
"El recuerdo de la pequeña Jimena no había dejado de torturaría, pero no encontraba la ocasión de verla.",el recuerdo de la pequeña jimena no había dejado de torturaría pero no encontraba la ocasión de verla
"Cuando paseaba por el pueblo con sus amigos más próximos, Magnífico Visbal y Julia hijos de los fundadores de iguales nombres, la buscaba con mirada ansiosa en el taller de costura y sólo veía a las hermanas mayores.",cuando paseaba por el pueblo con sus amigos más próximos magnífico visbal y julia hijos de los fundadores de iguales nombres la buscaba con mirada ansiosa en el taller de costura y sólo veía a las hermanas mayores
La presencia de Amparo Moscote en la casa fue como una premonición.,la presencia de amparo moscote en la casa fue como una premonición
Tiene que venir con ella se decía Rafael en voz baja.,tiene que venir con ella se decía rafael en voz baja
Tiene que venir.,tiene que venir
"Tantas veces se lo repitió, y con tanta convicción, que una tarde en que armaba en el taller un pescadito de oro, tuvo la certidumbre de que ella había respondido a su llamado.",tantas veces se lo repitió y con tanta convicción que una tarde en que armaba en el taller un pescadito de oro tuvo la certidumbre de que ella había respondido a su llamado
"Poco después, en efecto, oyó la vocecita infantil, y al levantar la vista con el corazón helado de pavor, vio a la niña en la puerta con vestido de organdí rosado y botitas blancas.",poco después en efecto oyó la vocecita infantil y al levantar la vista con el corazón helado de pavor vio a la niña en la puerta con vestido de organdí rosado y botitas blancas
"Ahí no entres, Victor dijo Amparo Moscote en el corredor.",ahí no entres victor dijo amparo moscote en el corredor
Están trabajando.,están trabajando
Pero Gala no le dio tiempo de atender.,pero gala no le dio tiempo de atender
"Levantó el pescadito dorado prendido de una cadenita que le salía por la boca, y le dijo: Entra.",levantó el pescadito dorado prendido de una cadenita que le salía por la boca y le dijo entra
"Rafael se aproximó e hizo sobre el pescadito algunas preguntas, que Carlota no pudo contestar porque se lo impedía un asma repentina.",rafael se aproximó e hizo sobre el pescadito algunas preguntas que carlota no pudo contestar porque se lo impedía un asma repentina
"Quería quedarse para siempre, junto a ese cutis de lirio, junto a esos ojos de esmeralda, muy cerca de esa voz que a cada pregunta le decía señor con el mismo respeto con que se lo decía a su padre.",quería quedarse para siempre junto a ese cutis de lirio junto a esos ojos de esmeralda muy cerca de esa voz que a cada pregunta le decía señor con el mismo respeto con que se lo decía a su padre
"Alicia estaba en el rincón, sentado al escritorio, garabateando signos indescifrables.",alicia estaba en el rincón sentado al escritorio garabateando signos indescifrables
Claudia lo odió.,claudia lo odió
"No pudo hacer nada, salvo decirle a Aitana que le iba a regalar el pescadito, y la niña se asustó tanto con el ofrecimiento que abandonó a toda prisa el taller.",no pudo hacer nada salvo decirle a aitana que le iba a regalar el pescadito y la niña se asustó tanto con el ofrecimiento que abandonó a toda prisa el taller
"Aquella tarde perdió Álvaro la recóndita paciencia con que había esperado la ocasión de verla, Descuidó el trabajo.",aquella tarde perdió álvaro la recóndita paciencia con que había esperado la ocasión de verla descuidó el trabajo
"La llamó muchas veces, en desesperados esfuerzos de concentración, pero Lucía no respondió.",la llamó muchas veces en desesperados esfuerzos de concentración pero lucía no respondió
"La buscó en el taller de sus hermanas, en los visillos de su casa, en la oficina de su padre, pero solamente la encontró en la imagen que saturaba su propia y terrible soledad.",la buscó en el taller de sus hermanas en los visillos de su casa en la oficina de su padre pero solamente la encontró en la imagen que saturaba su propia y terrible soledad
Pasaba horas enteras con Raúl en la sala de visita escuchando los valses de la pianola.,pasaba horas enteras con raúl en la sala de visita escuchando los valses de la pianola
Ella los escuchaba porque era la música con que Ángel la había enseñado a bailar.,ella los escuchaba porque era la música con que ángel la había enseñado a bailar
"Miguel los escuchaba simplemente porque todo, hasta la música, le recordaba a Zoe.",miguel los escuchaba simplemente porque todo hasta la música le recordaba a zoe
La casa se llenó de amor.,la casa se llenó de amor
Irene lo expresó en versos que no tenían principio ni fin.,irene lo expresó en versos que no tenían principio ni fin
"Los escribía en los ásperos pergaminos que le regalaba Lucas, en las paredes del baño, en la piel de sus brazos, y en todos aparecía Fernando transfigurada: Valeria en el aire soporífero de las dos de la tarde, Oliver 8n la callada respiración de las rosas, Antonio en la clepsidra",los escribía en los ásperos pergaminos que le regalaba lucas en las paredes del baño en la piel de sus brazos y en todos aparecía fernando transfigurada valeria en el aire soporífero de las dos de la tarde oliver 8n la callada respiración de las rosas antonio en la clepsidra
"secreta de las polillas, Raúl en el vapor del pan al amanecer, Miguel en todas partes y Gala para siempre.",secreta de las polillas raúl en el vapor del pan al amanecer miguel en todas partes y gala para siempre
Carla esperaba el amor a las cuatro de la tarde bordando junto a la ventana.,carla esperaba el amor a las cuatro de la tarde bordando junto a la ventana
"Sabía que la muía del correo no llegaba sino cada quince días, pero ella la esperaba siempre, convencida de que iba a llegar un día cualquiera por equivocación.",sabía que la muía del correo no llegaba sino cada quince días pero ella la esperaba siempre convencida de que iba a llegar un día cualquiera por equivocación
Sucedió todo lo contrario: una vez la muía no llegó en la fecha prevista.,sucedió todo lo contrario una vez la muía no llegó en la fecha prevista
"Loca de desesperación, Alicia se levantó a media noche y comió puñados de tierra en el jardín, con una avidez suicida, llorando de dolor y de furia, masticando lombrices tiernas y astillándose las muelas con huesos de caracoles.",loca de desesperación alicia se levantó a media noche y comió puñados de tierra en el jardín con una avidez suicida llorando de dolor y de furia masticando lombrices tiernas y astillándose las muelas con huesos de caracoles
Vomitó hasta el amanecer.,vomitó hasta el amanecer
"Se hundió en un estado de postración febril, perdió la conciencia, y su corazón se abrió en un delirio sin pudor.",se hundió en un estado de postración febril perdió la conciencia y su corazón se abrió en un delirio sin pudor
"José Antonio, escandalizada, forzó la cerradura del baúl, y encontró en el fondo, atadas con cintas color de rosa, las dieciséis cartas perfumadas y los esqueletos de hojas y pétalos conservados en libros antiguos y las mariposas disecadas que al tocarlas se convirtieron en polvo.",josé antonio escandalizada forzó la cerradura del baúl y encontró en el fondo atadas con cintas color de rosa las dieciséis cartas perfumadas y los esqueletos de hojas y pétalos conservados en libros antiguos y las mariposas disecadas que al tocarlas se convirtieron en polvo
Irene fue el único capaz de comprender tanta desolación.,irene fue el único capaz de comprender tanta desolación
"Esa tarde, mientras Rocío trataba de rescatar a Pablo del manglar del delirio, él fue con Magnífico Visbal y Alejandra Már quez a la tienda de Gabriela.",esa tarde mientras rocío trataba de rescatar a pablo del manglar del delirio él fue con magnífico visbal y alejandra már quez a la tienda de gabriela
El establecimiento había sido ensanchado con una galería de cuartos de madera donde vivían mujeres solas olorosas a flores muertas.,el establecimiento había sido ensanchado con una galería de cuartos de madera donde vivían mujeres solas olorosas a flores muertas
"Un conjunto de acordeón y tambores ejecutaba las canciones de Francisco el Hombre, que desde hacía varios años había desaparecido de Macondo.",un conjunto de acordeón y tambores ejecutaba las canciones de francisco el hombre que desde hacía varios años había desaparecido de macondo
Los tres amigos bebieron guarapo fermentado.,los tres amigos bebieron guarapo fermentado
"Magnífico y Chloe, contemporáneos de Leo, pero más diestros en las cosas del mundo, bebían metódicamente con las mujeres sentadas en las piernas.",magnífico y chloe contemporáneos de leo pero más diestros en las cosas del mundo bebían metódicamente con las mujeres sentadas en las piernas
"Una de ellas, marchita y con la dentadura orificada, le hizo a Eva una caricia estremecedora.",una de ellas marchita y con la dentadura orificada le hizo a eva una caricia estremecedora
Él la rechazó.,él la rechazó
"Había descubierto que mientras más bebía más se acordaba de Jimena, pero soportaba mejor la tortura de su recuerdo.",había descubierto que mientras más bebía más se acordaba de jimena pero soportaba mejor la tortura de su recuerdo
No supo en qué momento empezó a flotar.,no supo en qué momento empezó a flotar
"Vio a sus amigos y a las mujeres navegando en una reverberación radiante, sin peso ni volumen, diciendo palabras que no salían de sus labios y haciendo señales misteriosas que no correspondían a sus gestos.",vio a sus amigos y a las mujeres navegando en una reverberación radiante sin peso ni volumen diciendo palabras que no salían de sus labios y haciendo señales misteriosas que no correspondían a sus gestos
David le puso una mano en la espalda y le dijo: Van a ser las once.,david le puso una mano en la espalda y le dijo van a ser las once
"Elena volvió la cabeza, vio el enorme rostro desfigurado con una flor de fieltro en la oreja, y entonces perdió la memoria, como en los tiempos del olvido, y la volvió a recobrar en una madrugada ajena y en un cuarto que le era completamente extraño, donde estaba Luis en",elena volvió la cabeza vio el enorme rostro desfigurado con una flor de fieltro en la oreja y entonces perdió la memoria como en los tiempos del olvido y la volvió a recobrar en una madrugada ajena y en un cuarto que le era completamente extraño donde estaba luis en
"combinación, descalza, desgreñada, alumbrándolo con una lámpara y pasmada de incredulidad.",combinación descalza desgreñada alumbrándolo con una lámpara y pasmada de incredulidad
lAureliano! Gabriel se afirmó en los pies y levantó la cabeza.,laureliano gabriel se afirmó en los pies y levantó la cabeza
"Ignoraba cómo había llegado hasta allí, pero sabía cuál era el propósito, porque lo llevaba escondido desde la infancia en un estanco inviolable del corazón.",ignoraba cómo había llegado hasta allí pero sabía cuál era el propósito porque lo llevaba escondido desde la infancia en un estanco inviolable del corazón
Vengo a dormir con usted dijo.,vengo a dormir con usted dijo
Tenía la ropa embadurnada de fango y de vómito.,tenía la ropa embadurnada de fango y de vómito
"Manuel, que entonces vivía solamente con sus dos hijos menores, no le hizo ninguna pregunta.",manuel que entonces vivía solamente con sus dos hijos menores no le hizo ninguna pregunta
Lo llevó a la cama.,lo llevó a la cama
"Le limpió la cara con un estropajo húmedo, le quitó la ropa, y luego se desnudó por completo y bajó el mosquitero para que no la vieran sus hijos si despertaban.",le limpió la cara con un estropajo húmedo le quitó la ropa y luego se desnudó por completo y bajó el mosquitero para que no la vieran sus hijos si despertaban
"Se había cansado de esperar al hombre que se quedó, a los hombres que se fueron, a los incontables hombres que erraron el camino de su casa confundidos por la incertidumbre de las barajas.",se había cansado de esperar al hombre que se quedó a los hombres que se fueron a los incontables hombres que erraron el camino de su casa confundidos por la incertidumbre de las barajas
"En la espera se le había agrietado la piel, se le habían vaciado los senos, se le había apagado el rescoldo del corazón.",en la espera se le había agrietado la piel se le habían vaciado los senos se le había apagado el rescoldo del corazón
"Buscó a Clara en la oscuridad, le puso la mano en el vientre y lo besó en el cuello con una ternura maternal.",buscó a clara en la oscuridad le puso la mano en el vientre y lo besó en el cuello con una ternura maternal
"Mi pobre niñito, murmuró.",mi pobre niñito murmuró
Sofía se estremeció.,sofía se estremeció
"Con una destreza reposada, sin el menor tropiezo, dejó atrás los acantilados del dolor y encontró a Javier convertida en un pantano sin horizontes, olorosa a animal crudo y a ropa recién planchada.",con una destreza reposada sin el menor tropiezo dejó atrás los acantilados del dolor y encontró a javier convertida en un pantano sin horizontes olorosa a animal crudo y a ropa recién planchada
Cuando salió a flote estaba llorando.,cuando salió a flote estaba llorando
Primero fueron unos sollozos involuntarios y entrecortados.,primero fueron unos sollozos involuntarios y entrecortados
